Year,Units,Category,Value
2012,millions USD (2020),hydropower,0.0
2012,millions USD (2020),multiple,0.0
2012,millions USD (2020),marine,0.0
2012,millions USD (2020),all,0.0
2012,millions USD (2020),wind,0.0
2012,millions USD (2020),solar,0.0
2013,millions USD (2020),solar,0.0
2013,millions USD (2020),multiple,0.0
2013,millions USD (2020),geothermal,0.0
2022,millions USD (2020),marine,0.0
2022,millions USD (2020),hydropower,0.0
